Age,Gender,Education_Level,Job_Title,Years_of_Experience,Salary,Country,Race,Senior
34,Male,2,Data Scientist,9,125000.0,China,Korean,1
30,Female,1,Marketing Coordinator,4,57000.0,USA,Asian,0
32,Male,1,Marketing Manager,6,72000.0,China,White,0
39,Female,3,Research Scientist,13,145000.0,China,Chinese,1
26,Male,0,Sales Associate,2,31000.0,Canada,White,0
33,Female,2,Software Engineer,8,105000.0,USA,African American,1
28,Male,1,Data Analyst,3,52000.0,Canada,Black,0
30,Female,1,Marketing Manager,4,57000.0,UK,Welsh,0
36,Male,3,Research Scientist,11,135000.0,Canada,Black,1
27,Female,1,Software Engineer,2,48000.0,Australia,Australian,0
34,Male,2,Data Scientist,9,125000.0,China,Chinese,1
30,Female,1,Marketing Coordinator,4,57000.0,Canada,Asian,0
32,Male,1,Marketing Manager,6,72000.0,China,Korean,0
39,Female,3,Research Scientist,13,145000.0,China,White,1
26,Male,0,Sales Associate,2,31000.0,USA,Hispanic,0
33,Female,2,Software Engineer,8,105000.0,USA,White,1
28,Male,1,Data Analyst,3,52000.0,Australia,Asian,0
30,Female,1,Marketing Manager,4,57000.0,China,White,0
36,Male,3,Research Scientist,11,135000.0,UK,Mixed,1
27,Female,1,Software Engineer,2,48000.0,UK,Welsh,0
34,Male,2,Data Scientist,9,125000.0,USA,White,1
30,Female,1,Marketing Coordinator,4,57000.0,USA,White,0
32,Male,1,Marketing Manager,6,72000.0,UK,White,0
39,Female,3,Research Scientist,13,145000.0,UK,Welsh,1
26,Male,0,Sales Associate,2,31000.0,UK,White,0
33,Female,2,Software Engineer,8,105000.0,USA,Hispanic,1
28,Male,1,Data Analyst,3,52000.0,USA,Hispanic,0
30,Female,1,Marketing Manager,4,57000.0,Australia,Asian,0
36,Male,3,Research Scientist,11,135000.0,Australia,Asian,1
27,Female,1,Software Engineer,2,48000.0,UK,White,0
34,Male,2,Data Scientist,9,125000.0,Canada,Asian,1
30,Female,1,Marketing Coordinator,4,57000.0,USA,Hispanic,0
32,Male,1,Marketing Manager,6,72000.0,Canada,White,0
39,Female,3,Research Scientist,13,145000.0,UK,Mixed,1
26,Male,0,Sales Associate,2,31000.0,USA,Asian,0
33,Female,2,Software Engineer,8,105000.0,Australia,Asian,1
28,Male,1,Data Analyst,3,52000.0,Australia,Asian,0
30,Female,1,Marketing Manager,4,57000.0,Australia,Australian,0
36,Male,3,Research Scientist,11,135000.0,China,Korean,1
27,Female,1,Software Engineer,2,48000.0,UK,Asian,0
34,Male,2,Data Scientist,9,125000.0,China,Chinese,1
30,Female,1,Marketing Coordinator,4,57000.0,China,White,0
32,Male,1,Marketing Manager,6,72000.0,China,Korean,0
39,Female,3,Research Scientist,13,145000.0,USA,African American,1
26,Male,0,Sales Associate,2,31000.0,USA,Asian,0
33,Female,2,Software Engineer,8,105000.0,UK,Welsh,1
28,Male,1,Data Analyst,3,52000.0,Canada,Black,0
30,Female,1,Marketing Manager,4,57000.0,China,White,0
36,Male,3,Research Scientist,11,135000.0,UK,White,1
27,Female,1,Software Engineer,2,48000.0,Canada,Asian,0
34,Male,2,Data Scientist,9,125000.0,UK,Mixed,1
30,Female,1,Marketing Coordinator,4,57000.0,Canada,Black,0
32,Male,1,Marketing Manager,6,72000.0,UK,White,0
39,Female,3,Research Scientist,13,145000.0,UK,Mixed,1
26,Male,0,Sales Associate,2,31000.0,UK,Asian,0
33,Female,2,Software Engineer,8,105000.0,Australia,White,1
28,Male,1,Data Analyst,3,52000.0,USA,Asian,0
30,Female,1,Marketing Manager,4,57000.0,USA,White,0
36,Male,3,Research Scientist,11,135000.0,UK,Asian,1
27,Female,1,Software Engineer,2,48000.0,USA,White,0
34,Male,2,Data Scientist,9,125000.0,UK,Asian,1
30,Female,1,Marketing Coordinator,4,57000.0,UK,Welsh,0
32,Male,1,Marketing Manager,6,72000.0,Canada,Asian,0
39,Female,3,Research Scientist,13,145000.0,Australia,White,1
26,Male,0,Sales Associate,2,31000.0,Australia,Asian,0
33,Female,2,Software Engineer,8,105000.0,USA,African American,1
28,Male,1,Data Analyst,3,52000.0,USA,White,0
30,Female,1,Marketing Manager,4,57000.0,Canada,Asian,0
36,Male,3,Research Scientist,11,135000.0,China,Chinese,1
27,Female,1,Software Engineer,2,48000.0,UK,Mixed,0
26,Male,1,Product Marketing Manager,5,85000.0,Canada,White,1
28,Female,2,Marketing Manager,7,110000.0,China,Chinese,0
34,Male,3,Director of Marketing,12,170000.0,UK,Welsh,0
31,Male,1,Sales Director,9,140000.0,Australia,White,0
24,Female,0,Sales Associate,1,30000.0,Australia,Australian,0
29,Male,1,Digital Marketing Manager,6,95000.0,UK,Asian,0
27,Female,2,Content Marketing Manager,4,80000.0,China,Chinese,0
33,Male,3,Sales Director,10,155000.0,USA,Asian,0
21,Female,0,Sales Representative,0,25000.0,China,White,0
36,Male,1,Sales Manager,11,160000.0,China,Korean,0
25,Female,1,Marketing Manager,3,65000.0,USA,African American,0
30,Male,2,Financial Manager,7,120000.0,Australia,Australian,0
28,Female,3,Director of Marketing,6,105000.0,UK,Mixed,0
26,Male,1,Product Marketing Manager,5,85000.0,Australia,Asian,1
28,Female,2,Marketing Manager,7,110000.0,USA,White,0
34,Male,3,Director of Marketing,12,170000.0,China,Chinese,0
31,Male,1,Sales Director,9,140000.0,USA,White,0
24,Female,0,Sales Associate,1,30000.0,UK,Welsh,0
29,Male,1,Digital Marketing Manager,6,95000.0,Australia,Australian,0
27,Female,2,Content Marketing Manager,4,80000.0,Australia,Asian,0
33,Male,3,Sales Director,10,155000.0,USA,Asian,0
21,Female,0,Sales Representative,0,25000.0,USA,Asian,0
36,Male,1,Sales Manager,11,160000.0,Canada,White,0
25,Female,1,Marketing Manager,3,65000.0,USA,Hispanic,0
30,Male,2,Financial Manager,7,120000.0,Canada,White,0
28,Female,3,Director of Marketing,6,105000.0,Canada,Black,0
26,Male,1,Product Marketing Manager,5,85000.0,Canada,Black,1
28,Female,2,Marketing Manager,7,110000.0,UK,Welsh,0
34,Male,3,Director of Marketing,12,170000.0,Canada,Asian,0
31,Male,1,Sales Director,9,140000.0,USA,White,0
24,Female,0,Sales Associate,1,30000.0,Canada,White,0
29,Male,1,Digital Marketing Manager,6,95000.0,China,Chinese,0
27,Female,2,Content Marketing Manager,4,80000.0,Canada,Black,0
33,Male,3,Sales Director,10,155000.0,Canada,Black,0
21,Female,0,Sales Representative,0,25000.0,China,White,0
36,Male,1,Sales Manager,11,160000.0,Australia,White,0
25,Female,1,Marketing Manager,3,65000.0,Canada,Black,0
30,Male,2,Financial Manager,7,120000.0,China,Korean,0
28,Female,3,Director of Marketing,6,105000.0,Australia,White,0
26,Male,1,Product Marketing Manager,5,85000.0,Canada,Black,1
28,Female,2,Marketing Manager,7,110000.0,USA,Hispanic,0
34,Male,3,Director of Marketing,12,170000.0,Australia,Australian,0
31,Male,1,Sales Director,9,140000.0,China,Korean,0
24,Female,0,Sales Associate,1,30000.0,Canada,Black,0
29,Male,1,Digital Marketing Manager,6,95000.0,USA,White,0
27,Female,2,Content Marketing Manager,4,80000.0,UK,White,0
33,Male,3,Sales Director,10,155000.0,USA,White,0
21,Female,0,Sales Representative,0,25000.0,USA,African American,0
36,Male,1,Sales Manager,11,160000.0,China,Chinese,0
25,Female,1,Marketing Manager,3,65000.0,UK,Welsh,0
30,Male,2,Financial Manager,7,120000.0,Canada,Black,0
28,Female,3,Director of Marketing,6,105000.0,Canada,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,China,Chinese,1
28,Female,2,Marketing Manager,7,110000.0,Canada,Black,0
34,Male,3,Director of Marketing,12,170000.0,UK,Welsh,0
31,Male,1,Sales Director,9,140000.0,USA,African American,0
24,Female,0,Sales Associate,1,30000.0,UK,Asian,0
29,Male,1,Digital Marketing Manager,6,95000.0,Australia,Asian,0
27,Female,2,Content Marketing Manager,4,80000.0,China,White,0
33,Male,3,Sales Director,10,155000.0,China,Korean,0
21,Female,0,Sales Representative,0,25000.0,USA,White,0
36,Male,1,Sales Manager,11,160000.0,Canada,White,0
25,Female,1,Marketing Manager,3,65000.0,Canada,White,0
30,Male,2,Financial Manager,7,120000.0,Australia,White,0
28,Female,3,Director of Marketing,6,105000.0,Australia,Australian,0
26,Male,1,Product Marketing Manager,5,85000.0,China,Korean,1
28,Female,2,Marketing Manager,7,110000.0,UK,Welsh,0
34,Male,3,Director of Marketing,12,170000.0,Australia,Australian,0
31,Male,1,Sales Director,9,140000.0,China,White,0
24,Female,0,Sales Associate,1,30000.0,Canada,Asian,0
29,Male,1,Digital Marketing Manager,6,95000.0,UK,Welsh,0
27,Female,2,Content Marketing Manager,4,80000.0,Australia,White,0
33,Male,3,Sales Director,10,155000.0,USA,Asian,0
21,Female,0,Sales Representative,0,25000.0,China,Chinese,0
36,Male,1,Sales Manager,11,160000.0,Australia,Asian,0
25,Female,1,Marketing Manager,3,65000.0,UK,Asian,0
30,Male,2,Financial Manager,7,120000.0,Canada,Black,0
28,Female,3,Director of Marketing,6,105000.0,UK,White,0
26,Male,1,Product Marketing Manager,5,85000.0,USA,White,1
28,Female,2,Marketing Manager,7,110000.0,UK,Asian,0
34,Male,3,Director of Marketing,12,170000.0,China,Korean,0
31,Male,1,Sales Director,9,140000.0,USA,White,0
24,Female,0,Sales Associate,1,30000.0,Canada,Asian,0
29,Male,1,Digital Marketing Manager,6,95000.0,UK,Mixed,0
27,Female,2,Content Marketing Manager,4,80000.0,USA,White,0
33,Male,3,Sales Director,10,155000.0,USA,Asian,0
21,Female,0,Sales Representative,0,25000.0,Australia,White,0
36,Male,1,Sales Manager,11,160000.0,UK,Mixed,0
25,Female,1,Marketing Manager,3,65000.0,UK,White,0
30,Male,2,Financial Manager,7,120000.0,USA,African American,0
28,Female,3,Director of Marketing,6,105000.0,UK,Mixed,0
26,Male,1,Product Marketing Manager,5,85000.0,UK,White,1
28,Female,2,Marketing Manager,7,110000.0,UK,Mixed,0
34,Male,3,Director of Marketing,12,170000.0,UK,Asian,0
31,Male,1,Sales Director,9,140000.0,China,Korean,0
24,Female,0,Sales Associate,1,30000.0,USA,White,0
29,Male,1,Digital Marketing Manager,6,95000.0,China,Korean,0
27,Female,2,Content Marketing Manager,4,80000.0,Australia,Australian,0
33,Male,3,Sales Director,10,155000.0,Canada,Black,0
21,Female,0,Sales Representative,0,25000.0,Canada,Black,0
36,Male,1,Sales Manager,11,160000.0,Canada,Black,0
25,Female,1,Marketing Manager,3,65000.0,China,Korean,0
30,Male,2,Financial Manager,7,120000.0,China,Chinese,0
28,Female,3,Director of Marketing,6,105000.0,USA,White,0
26,Male,1,Product Marketing Manager,5,85000.0,China,White,1
28,Female,2,Marketing Manager,7,110000.0,USA,White,0
34,Male,3,Director of Marketing,12,170000.0,China,White,0
31,Male,1,Sales Director,9,140000.0,USA,Asian,0
24,Female,0,Sales Associate,1,30000.0,UK,Asian,0
29,Male,1,Digital Marketing Manager,6,95000.0,UK,Asian,0
27,Female,2,Content Marketing Manager,4,80000.0,UK,Asian,0
33,Male,3,Sales Director,10,155000.0,USA,White,0
21,Female,0,Sales Representative,0,25000.0,China,Korean,0
36,Male,1,Sales Manager,11,160000.0,Canada,White,0
25,Female,1,Marketing Manager,3,65000.0,Australia,Asian,0
30,Male,2,Financial Manager,7,120000.0,Australia,Asian,0
28,Female,3,Director of Marketing,6,105000.0,China,Chinese,0
26,Male,1,Product Marketing Manager,5,85000.0,UK,White,1
28,Female,2,Marketing Manager,7,110000.0,UK,White,0
34,Male,3,Director of Marketing,12,170000.0,USA,White,0
31,Male,1,Sales Director,9,140000.0,UK,Asian,0
24,Female,0,Sales Associate,1,30000.0,China,Korean,0
29,Male,1,Digital Marketing Manager,6,95000.0,China,White,0
27,Female,2,Content Marketing Manager,4,80000.0,UK,Asian,0
22,Female,0,Sales Associate,0,25000.0,USA,Asian,0
45,Male,1,Financial Manager,21,250000.0,Canada,Black,0
31,Female,2,Content Marketing Manager,8,120000.0,Canada,Asian,0
28,Male,1,Digital Marketing Manager,4,80000.0,Australia,Asian,0
29,Male,1,Product Marketing Manager,6,100000.0,Canada,Black,1
35,Female,3,Director of Marketing,12,170000.0,Canada,Asian,0
27,Male,0,Sales Representative,3,50000.0,UK,Mixed,0
33,Female,1,Marketing Manager,9,140000.0,USA,Asian,0
30,Male,2,Financial Manager,7,120000.0,Australia,Australian,0
25,Female,1,Marketing Manager,2,55000.0,Canada,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,China,Korean,1
29,Female,2,Content Marketing Manager,4,80000.0,UK,Welsh,0
34,Male,3,Director of Marketing,12,170000.0,USA,Hispanic,0
31,Male,1,Sales Director,9,140000.0,USA,African American,0
24,Female,0,Sales Associate,1,30000.0,USA,White,0
29,Male,1,Digital Marketing Manager,6,95000.0,USA,African American,0
27,Female,2,Content Marketing Manager,4,80000.0,UK,White,0
33,Male,3,Sales Director,10,155000.0,UK,Mixed,0
21,Female,0,Sales Representative,0,25000.0,Australia,White,0
36,Male,1,Sales Manager,11,160000.0,Australia,Asian,0
25,Female,1,Marketing Manager,3,65000.0,UK,Asian,0
30,Male,2,Financial Manager,7,120000.0,Canada,Asian,0
28,Female,3,Director of Marketing,6,105000.0,China,White,0
26,Male,1,Product Marketing Manager,5,85000.0,China,White,1
28,Female,2,Marketing Manager,7,110000.0,UK,White,0
34,Male,3,Director of Marketing,12,170000.0,Canada,Asian,0
31,Male,1,Sales Director,9,140000.0,USA,African American,0
24,Female,0,Sales Associate,1,30000.0,USA,African American,0
29,Male,1,Digital Marketing Manager,6,95000.0,USA,Hispanic,0
27,Female,2,Content Marketing Manager,4,80000.0,Canada,Asian,0
33,Male,3,Sales Director,10,155000.0,Canada,White,0
21,Female,0,Sales Representative,0,25000.0,UK,White,0
36,Male,1,Sales Manager,11,160000.0,UK,Asian,0
25,Female,1,Marketing Manager,3,65000.0,China,Korean,0
30,Male,2,Financial Manager,7,120000.0,Australia,Asian,0
28,Female,3,Director of Marketing,6,105000.0,Australia,Australian,0
26,Male,1,Product Marketing Manager,5,85000.0,USA,African American,1
28,Female,2,Marketing Manager,7,110000.0,Australia,Australian,0
34,Male,3,Director of Marketing,12,170000.0,China,Chinese,0
31,Male,1,Sales Director,9,140000.0,USA,Asian,0
24,Female,0,Sales Associate,1,30000.0,Canada,Black,0
29,Male,1,Digital Marketing Manager,6,95000.0,Australia,Asian,0
27,Female,2,Content Marketing Manager,4,80000.0,USA,White,0
33,Male,3,Sales Director,10,155000.0,Canada,White,0
21,Female,0,Sales Representative,0,25000.0,Australia,White,0
36,Male,1,Sales Manager,11,160000.0,Canada,Black,0
25,Female,1,Marketing Manager,3,65000.0,USA,Asian,0
30,Male,2,Financial Manager,7,120000.0,China,White,0
28,Female,3,Director of Marketing,6,105000.0,China,Korean,0
26,Male,1,Product Marketing Manager,5,85000.0,Canada,White,1
28,Female,2,Marketing Manager,7,110000.0,USA,Asian,0
34,Male,3,Director of Marketing,12,170000.0,UK,Mixed,0
31,Male,1,Sales Director,9,140000.0,Australia,White,0
24,Female,0,Sales Associate,1,30000.0,China,Korean,0
29,Male,1,Digital Marketing Manager,6,95000.0,USA,Hispanic,0
27,Female,2,Content Marketing Manager,4,80000.0,Canada,Asian,0
33,Male,3,Sales Director,10,155000.0,USA,African American,0
21,Female,0,Sales Representative,0,25000.0,Australia,Australian,0
36,Male,1,Sales Manager,11,160000.0,Canada,White,0
25,Female,1,Marketing Manager,3,65000.0,USA,White,0
30,Male,2,Financial Manager,7,120000.0,UK,Mixed,0
28,Female,3,Director of Marketing,6,105000.0,USA,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,Australia,White,1
28,Female,2,Marketing Manager,7,110000.0,Canada,Asian,0
34,Male,3,Director of Marketing,12,170000.0,China,Korean,0
31,Male,1,Sales Director,9,140000.0,Australia,White,0
24,Female,0,Sales Associate,1,30000.0,China,Korean,0
29,Male,1,Digital Marketing Manager,6,95000.0,China,White,0
27,Female,2,Content Marketing Manager,4,80000.0,UK,Mixed,0
33,Male,3,Sales Director,10,155000.0,Canada,White,0
21,Female,0,Sales Representative,0,25000.0,China,Korean,0
36,Male,1,Sales Manager,11,160000.0,USA,African American,0
25,Female,1,Marketing Manager,3,65000.0,China,White,0
30,Male,2,Financial Manager,7,120000.0,China,White,0
28,Female,3,Director of Marketing,6,105000.0,Australia,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,USA,Hispanic,1
28,Female,2,Marketing Manager,7,110000.0,USA,White,0
34,Male,3,Director of Marketing,12,170000.0,Canada,Asian,0
31,Male,1,Sales Director,9,140000.0,UK,Asian,0
24,Female,0,Sales Associate,1,30000.0,China,Chinese,0
29,Male,1,Digital Marketing Manager,6,95000.0,USA,African American,0
27,Female,2,Content Marketing Manager,4,80000.0,USA,Asian,0
33,Male,3,Sales Director,10,155000.0,China,White,0
21,Female,0,Sales Representative,0,25000.0,USA,African American,0
36,Male,1,Sales Manager,11,160000.0,USA,Asian,0
25,Female,1,Marketing Manager,3,65000.0,Canada,Black,0
30,Male,2,Financial Manager,7,120000.0,USA,White,0
28,Female,3,Director of Marketing,6,105000.0,Canada,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,UK,Welsh,1
28,Female,2,Marketing Manager,7,110000.0,China,Chinese,0
34,Male,3,Director of Marketing,12,170000.0,USA,Asian,0
31,Male,1,Sales Director,9,140000.0,China,Chinese,0
24,Female,0,Sales Associate,1,30000.0,Canada,Asian,0
29,Male,1,Digital Marketing Manager,6,95000.0,China,Korean,0
27,Female,2,Content Marketing Manager,4,80000.0,Canada,Asian,0
33,Male,3,Sales Director,10,155000.0,China,Chinese,0
21,Female,0,Sales Representative,0,25000.0,Australia,Asian,0
36,Male,1,Sales Manager,11,160000.0,Canada,Asian,0
25,Female,1,Marketing Manager,3,65000.0,Australia,Asian,0
30,Male,2,Financial Manager,7,120000.0,USA,White,0
28,Female,3,Director of Marketing,6,105000.0,Australia,Asian,0
26,Male,1,Product Marketing Manager,5,85000.0,USA,Hispanic,1
28,Female,2,Marketing Manager,7,110000.0,China,Korean,0
34,Male,3,Director of Marketing,12,170000.0,Canada,Black,0
31,Male,1,Sales Director,9,140000.0,China,Korean,0
24,Female,0,Sales Associate,1,30000.0,UK,Mixed,0
29,Male,1,Digital Marketing Manager,6,95000.0,Australia,Asian,0
27,Female,2,Content Marketing Manager,4,80000.0,Australia,Asian,0
33,Male,3,Sales Director,10,155000.0,Australia,White,0
21,Female,0,Sales Representative,0,25000.0,Australia,Australian,0
36,Male,1,Sales Manager,11,160000.0,Canada,Black,0
25,Female,1,Marketing Manager,3,65000.0,UK,Welsh,0
30,Male,2,Financial Manager,7,120000.0,China,Korean,0
28,Female,3,Director of Marketing,6,105000.0,USA,Hispanic,0
26,Male,1,Product Marketing Manager,5,85000.0,USA,African American,1
28,Female,2,Marketing Manager,7,110000.0,UK,Mixed,0
34,Male,3,Director of Marketing,12,170000.0,Australia,Asian,0
31,Male,1,Sales Director,9,140000.0,China,Chinese,0
24,Female,0,Sales Associate,1,30000.0,Australia,White,0
29,Male,1,Digital Marketing Manager,6,95000.0,Australia,Australian,0
27,Female,2,Content Marketing Manager,4,80000.0,Australia,White,0
33,Male,3,Sales Director,10,155000.0,USA,African American,0
21,Female,0,Sales Representative,0,25000.0,China,Chinese,0
36,Male,1,Sales Manager,11,160000.0,USA,Asian,0
23,Male,1,Software Engineer,1,60000.0,China,White,0
39,Female,2,Marketing Manager,12,150000.0,Canada,Asian,0
28,Male,1,Financial Analyst,4,80000.0,Canada,White,0
31,Female,3,Research Scientist,8,120000.0,Canada,White,0
35,Male,1,Project Manager,10,130000.0,Canada,Black,0
27,Female,1,Graphic Designer,2,50000.0,USA,Hispanic,0
42,Male,2,Software Engineer,18,180000.0,China,Korean,1
29,Female,1,Digital Marketing Specialist,3,60000.0,Canada,Asian,0
33,Male,1,Marketing Manager,7,110000.0,Australia,Asian,0
24,Female,0,Sales Associate,0,25000.0,UK,White,0
30,Male,2,Financial Analyst,6,100000.0,UK,White,0
26,Female,1,Social Media Manager,3,55000.0,USA,African American,0
32,Male,3,Data Scientist,9,140000.0,UK,Asian,0
22,Female,0,Receptionist,0,25000.0,UK,Asian,0
37,Male,1,Product Manager,12,150000.0,UK,Welsh,0
38,Female,2,Marketing Director,14,170000.0,Australia,White,0
25,Male,1,Software Engineer,1,55000.0,Australia,Asian,0
29,Female,1,Marketing Coordinator,4,65000.0,China,Korean,0
27,Male,1,Product Designer,3,60000.0,USA,African American,0
34,Female,3,Research Director,10,150000.0,Australia,Asian,0
26,Male,1,Marketing Analyst,2,50000.0,Australia,White,0
31,Female,2,Financial Manager,7,120000.0,UK,Mixed,0
25,Male,1,Software Engineer,1,55000.0,China,White,0
29,Female,1,Marketing Coordinator,4,65000.0,China,Chinese,0
27,Male,1,Product Designer,3,60000.0,Canada,Black,0
34,Female,3,Research Director,10,150000.0,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000.0,China,White,0
31,Female,2,Financial Manager,7,120000.0,Australia,Australian,0
23,Male,1,Software Engineer,1,60000.0,Australia,Asian,0
39,Female,2,Marketing Manager,12,150000.0,Australia,Australian,0
28,Male,1,Financial Analyst,4,80000.0,China,White,0
31,Female,3,Research Scientist,8,120000.0,Canada,Black,0
35,Male,1,Project Manager,10,130000.0,UK,Asian,0
27,Female,1,Graphic Designer,2,50000.0,UK,Asian,0
42,Male,2,Software Engineer,18,180000.0,UK,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000.0,USA,Hispanic,0
33,Male,1,Marketing Manager,7,110000.0,Canada,Asian,0
24,Female,0,Sales Associate,0,25000.0,Canada,Black,0
30,Male,2,Financial Analyst,6,100000.0,China,White,0
26,Female,1,Social Media Manager,3,55000.0,USA,African American,0
32,Male,3,Data Scientist,9,140000.0,USA,Asian,0
22,Female,0,Receptionist,0,25000.0,UK,White,0
37,Male,1,Product Manager,12,150000.0,Canada,Asian,0
38,Female,2,Marketing Director,14,170000.0,Canada,Black,0
25,Male,1,Software Engineer,1,55000.0,UK,Mixed,0
29,Female,1,Marketing Coordinator,4,65000.0,Canada,Black,0
27,Male,1,Product Designer,3,60000.0,China,Korean,0
34,Female,3,Research Director,10,150000.0,China,White,0
26,Male,1,Marketing Analyst,2,50000.0,Australia,Australian,0
31,Female,2,Financial Manager,7,120000.0,Canada,Asian,0
25,Male,1,Software Engineer,1,55000.0,Australia,Australian,0
29,Female,1,Marketing Coordinator,4,65000.0,Australia,White,0
27,Male,1,Product Designer,3,60000.0,USA,African American,0
34,Female,3,Research Director,10,150000.0,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000.0,UK,White,0
31,Female,2,Financial Manager,7,120000.0,Australia,White,0
23,Male,1,Software Engineer,1,60000.0,Australia,Australian,0
39,Female,2,Marketing Manager,12,150000.0,China,Chinese,0
28,Male,1,Financial Analyst,4,80000.0,China,Korean,0
31,Female,3,Research Scientist,8,120000.0,China,White,0
35,Male,1,Project Manager,10,130000.0,USA,White,0
27,Female,1,Graphic Designer,2,50000.0,China,Korean,0
42,Male,2,Software Engineer,18,180000.0,Canada,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000.0,Canada,Asian,0
33,Male,1,Marketing Manager,7,110000.0,Canada,Black,0
24,Female,0,Sales Associate,0,25000.0,USA,Hispanic,0
30,Male,2,Financial Analyst,6,100000.0,Canada,Black,0
26,Female,1,Social Media Manager,3,55000.0,Australia,Asian,0
32,Male,3,Data Scientist,9,140000.0,Canada,White,0
22,Female,0,Receptionist,0,25000.0,USA,White,0
37,Male,1,Product Manager,12,150000.0,USA,Asian,0
38,Female,2,Marketing Director,14,170000.0,Australia,White,0
25,Male,1,Software Engineer,1,55000.0,China,Chinese,0
29,Female,1,Marketing Coordinator,4,65000.0,Canada,Asian,0
27,Male,1,Product Designer,3,60000.0,China,Korean,0
34,Female,3,Research Director,10,150000.0,UK,Welsh,0
26,Male,1,Marketing Analyst,2,50000.0,UK,Asian,0
31,Female,2,Financial Manager,7,120000.0,USA,Asian,0
25,Male,1,Software Engineer,1,55000.0,China,Chinese,0
29,Female,1,Marketing Coordinator,4,65000.0,China,Korean,0
27,Male,1,Product Designer,3,60000.0,UK,Asian,0
34,Female,3,Research Director,10,150000.0,China,Korean,0
26,Male,1,Marketing Analyst,2,50000.0,UK,Welsh,0
31,Female,2,Financial Manager,7,120000.0,Canada,Black,0
23,Male,1,Software Engineer,1,60000.0,USA,Hispanic,0
39,Female,2,Marketing Manager,12,150000.0,UK,Asian,0
28,Male,1,Financial Analyst,4,80000.0,China,Korean,0
31,Female,3,Research Scientist,8,120000.0,Australia,Asian,0
35,Male,1,Project Manager,10,130000.0,China,White,0
27,Female,1,Graphic Designer,2,50000.0,USA,Hispanic,0
42,Male,2,Software Engineer,18,180000.0,USA,Asian,1
29,Female,1,Digital Marketing Specialist,3,60000.0,UK,Welsh,0
33,Male,1,Marketing Manager,7,110000.0,USA,Asian,0
24,Female,0,Sales Associate,0,25000.0,Canada,White,0
30,Male,2,Financial Analyst,6,100000.0,Australia,Australian,0
26,Female,1,Social Media Manager,3,55000.0,Canada,White,0
32,Male,3,Data Scientist,9,140000.0,China,Chinese,0
22,Female,0,Receptionist,0,25000.0,Canada,Asian,0
37,Male,1,Product Manager,12,150000.0,USA,White,0
38,Female,2,Marketing Director,14,170000.0,USA,Hispanic,0
25,Male,1,Software Engineer,1,55000.0,USA,African American,0
29,Female,1,Marketing Coordinator,4,65000.0,UK,Welsh,0
27,Male,1,Product Designer,3,60000.0,UK,Welsh,0
34,Female,3,Research Director,10,150000.0,UK,Mixed,0
26,Male,1,Marketing Analyst,2,50000.0,Canada,Asian,0
31,Female,2,Financial Manager,7,120000.0,China,White,0
25,Male,1,Software Engineer,1,55000.0,China,Korean,0
29,Female,1,Marketing Coordinator,4,65000.0,USA,Hispanic,0
27,Male,1,Product Designer,3,60000.0,Australia,Australian,0
34,Female,3,Research Director,10,150000.0,USA,Asian,0
26,Male,1,Marketing Analyst,2,50000.0,UK,White,0
31,Female,2,Financial Manager,7,120000.0,Canada,Black,0
23,Male,1,Software Engineer,1,60000.0,China,Chinese,0
39,Female,2,Marketing Manager,12,150000.0,USA,Asian,0
28,Male,1,Financial Analyst,4,80000.0,Canada,Black,0
31,Female,3,Research Scientist,8,120000.0,Canada,Asian,0
35,Male,1,Project Manager,10,130000.0,Australia,Australian,0
27,Female,1,Graphic Designer,2,50000.0,UK,Asian,0
42,Male,2,Software Engineer,18,180000.0,UK,Mixed,1
29,Female,1,Digital Marketing Specialist,3,60000.0,Canada,White,0
33,Male,1,Marketing Manager,7,110000.0,Australia,Asian,0
24,Female,0,Sales Associate,0,25000.0,Canada,Asian,0
30,Male,2,Financial Analyst,6,100000.0,Australia,Asian,0
28,Male,1,Software Engineer,3,85000.0,Canada,Asian,0
36,Female,2,Marketing Director,11,160000.0,China,White,0
25,Male,1,Financial Analyst,1,55000.0,USA,Hispanic,0
29,Female,3,Data Scientist,5,100000.0,China,Korean,0
33,Male,1,Project Manager,8,120000.0,Canada,Asian,0
27,Female,1,Graphic Designer,2,50000.0,UK,Welsh,0
43,Male,2,Software Engineer,19,185000.0,UK,Welsh,1
30,Female,1,Digital Marketing Specialist,4,65000.0,Australia,Australian,0
34,Male,1,Marketing Manager,9,130000.0,China,Korean,0
25,Female,0,Sales Associate,0,25000.0,Canada,White,0
31,Male,2,Financial Analyst,6,100000.0,China,Chinese,0
27,Female,1,Social Media Manager,3,55000.0,Canada,Black,0
33,Male,3,Research Scientist,10,150000.0,Australia,White,0
23,Female,0,Receptionist,0,25000.0,Australia,Australian,0
38,Male,1,Product Manager,13,160000.0,Australia,Asian,0
39,Female,2,Marketing Manager,14,170000.0,Canada,Black,0
